,CRN,Subj,Crse,Sec,Cred,Title,Campus,Fee,Sylbi?,Location,Day(s),Time,Act,Rem,Instructor,Course Dates,Year,Term
453,38735,CS,496,001,3.000,SENIOR PROJECT & PROFESS PRAC,Bowling Green,,Yes,SH B103,MWF,12:40 pm-01:35 pm,19,1,"Galloway, J",01/27-05/15,2020,Spring
454,24478,CS,543,500,3.000,ADVANCED DATABASE SYSTEMS,Bowling Green,,Yes,SH 1102,T,04:00 pm-06:45 pm,3,21,"Yang, R",01/27-05/15,2020,Spring
455,45494,CS,555,002,3.000,DATA SCIENCE,Bowling Green,,Yes,SH 1102,TR,09:35 am-10:55 am,5,15,"Yang, R",01/27-05/15,2020,Spring
456,36202,CS,560,500,3.000,SOFTWARE ENG & PROJ MGT,Bowling Green,,Yes,SH 1103,MW,04:00 pm-05:20 pm,3,22,"Li, Q",01/27-05/15,2020,Spring
457,45490,CS,562,500,3.000,PARALLEL AND DISTRIBUTED COMP,Bowling Green,,Yes,SH B105,R,05:00 pm-07:45 pm,6,14,"Gary, J",01/27-05/15,2020,Spring
458,28017,CS,595,001,3.000,ADV TOPICS/COMP SCI,Bowling Green,,Yes,TBA,,TBA,2,-1,"Li, Q",01/27-05/15,2020,Spring
459,39812,CS,599,001,3.000,THESIS RESEARCH/WRITING,Bowling Green,,,TBA,,TBA,2,-1,"Li, Q",01/27-05/15,2020,Spring
460,40249,CS,599,002,3.000,THESIS RESEARCH/WRITING,Bowling Green,,,TBA,,TBA,1,0,"Galloway, J",01/27-05/15,2020,Spring
461,40363,CS,599,003,3.000,THESIS RESEARCH/WRITING,Bowling Green,,,TBA,,TBA,1,1,"Wang, H",01/27-05/15,2020,Spring
462,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,Spring
463,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,2020,Spring
464,39385,CS,170,001,3.000,PROBLEM SOLVING & PROGRAMMING,Bowling Green,$45,Yes,SH B103,MWF,09:10 am-10:05 am,18,13,"Abumuhfouz, I",08/26-12/13,2019,Fall
465,39545,CS,170,002,3.000,PROBLEM SOLVING & PROGRAMMING,Bowling Green,$45,Yes,SH B103,MWF,10:20 am-11:15 am,11,16,"Abumuhfouz, I",08/26-12/13,2019,Fall
466,39376,CS,170,003,3.000,PROBLEM SOLVING & PROGRAMMING,Bowling Green,$45,Yes,SH B103,MWF,11:30 am-12:25 pm,17,3,"Abumuhfouz, I",08/26-12/13,2019,Fall
467,48362,CS,180,001,4.000,COMPUTER SCIENCE I,Bowling Green,$45,Yes,KTH 2039,MWF,09:10 am-10:05 am,28,3,"Yang, R",08/26-12/13,2019,Fall
468,,,,,,,,,,SH B103,M,02:40 pm-04:30 pm,,,"Yang, R",08/26-12/13,2019,Fall
469,48363,CS,180,002,4.000,COMPUTER SCIENCE I,Bowling Green,$45,Yes,SH 1102,MWF,10:20 am-11:15 am,26,5,"Atici, M",08/26-12/13,2019,Fall
470,,,,,,,,,,SH B103,W,02:40 pm-04:30 pm,,,"Atici, M",08/26-12/13,2019,Fall
471,48365,CS,180,003,4.000,HON:COMPUTER SCIENCE I,Bowling Green,$45,Yes,SH 1103,MWF,08:00 am-08:55 am,28,3,"Xing, G",08/26-12/13,2019,Fall
472,,,,,,,,,,SH B103,W,12:40 pm-02:30 pm,,,"Xing, G",08/26-12/13,2019,Fall
473,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2019,Fall
474,48366,CS,180,004,4.000,HON:COMPUTER SCIENCE I,Bowling Green,$45,Yes,SH 1103,MWF,09:10 am-10:05 am,27,4,"Xing, G",08/26-12/13,2019,Fall
475,,,,,,,,,,SH B103,R,12:45 pm-02:35 pm,,,"Xing, G",08/26-12/13,2019,Fall
476,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2019,Fall
477,48367,CS,180,005,4.000,HON:COMPUTER SCIENCE I,Bowling Green,$45,Yes,SH 1103,MWF,10:20 am-11:15 am,27,4,"Wang, H",08/26-12/13,2019,Fall
478,,,,,,,,,,SH B103,M,12:40 pm-02:30 pm,,,"Wang, H",08/26-12/13,2019,Fall
479,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2019,Fall
480,48368,CS,180,006,4.000,HON:COMPUTER SCIENCE I,Bowling Green,$45,Yes,SH 1103,MWF,11:30 am-12:25 pm,27,4,"Wang, H",08/26-12/13,2019,Fall
481,,,,,,,,,,SH B103,T,12:45 pm-02:35 pm,,,"Wang, H",08/26-12/13,2019,Fall
482,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2019,Fall
483,48376,CS,221,001,4.000,COMPUTER SCIENCE II,Bowling Green,$45,Yes,SH 1102,TR,09:35 am-10:55 am,12,13,"Ziegler, U",08/26-12/13,2019,Fall
484,,,,,,,,,,SH B104,T,02:20 pm-04:10 pm,,,"Ziegler, U",08/26-12/13,2019,Fall
485,48377,CS,221,002,4.000,COMPUTER SCIENCE II,Bowling Green,$45,Yes,SH 1102,TR,11:10 am-12:30 pm,17,8,"Ziegler, U",08/26-12/13,2019,Fall
486,,,,,,,,,,SH B104,R,02:20 pm-04:10 pm,,,"Ziegler, U",08/26-12/13,2019,Fall
487,48341,CS,239,001,3.000,PROB SOLVING COMP TECH,Bowling Green,$45,Yes,SH 1103,TR,12:45 pm-01:40 pm,22,8,"Gary, J",08/26-12/13,2019,Fall
488,,,,,,,,,,EBS 1103,W,03:00 pm-04:50 pm,,,"Gary, J",08/26-12/13,2019,Fall
489,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,The above CS 239 course is a support course for the Electrical Engineering major.,2019,Fall
490,45013,CS,339,001,3.000,COMPUTER SCIENCE III,Bowling Green,,Yes,SH 1102,MWF,09:10 am-10:05 am,22,5,"Atici, M",08/26-12/13,2019,Fall
491,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,2019,Fall
