,CRN,Subj,Crse,Sec,Cred,Title,Campus,Fee,Sylbi?,Location,Day(s),Time,Act,Rem,Instructor,Course Dates,Year,Term
388,48376,CS,221,001,4.000,COMPUTER SCIENCE II,Bowling Green,$45,Yes,SH 2113,R,11:10 am-12:30 pm,18,2,"Ziegler, U",08/24-12/11,2020,Fall
389,,,,,,,,,,SH B104,R,02:20 pm-04:10 pm,,,"Ziegler, U",08/24-12/11,2020,Fall
390,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,2020,Fall
391,48377,CS,221,002,4.000,COMPUTER SCIENCE II,Bowling Green,$45,Yes,SH B104,T,02:20 pm-04:10 pm,15,7,"Ziegler, U",08/24-12/11,2020,Fall
392,,,,,,,,,,SH 2113,R,11:10 am-12:30 pm,,,"Ziegler, U",08/24-12/11,2020,Fall
393,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,This course is hybrid with 1/2 of the instruction online and requires face-to-face meetings with all students on the scheduled day.,2020,Fall
394,48835,CS,221,003,4.000,HON: COMPUTER SCIENCE II,Bowling Green,$45,Yes,SH 2113,R,11:10 am-12:30 pm,6,0,"Ziegler, U",08/24-12/11,2020,Fall
395,,,,,,,,,,WEB,R,02:20 pm-04:10 pm,,,"Ziegler, U",08/24-12/11,2020,Fall
396,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,Honors Eligibility or 3.2 overall university GPA required This course will meet at the schedule time and day. Please contact Instructor or see syllabus for questions.,2020,Fall
397,49521,CS,299,002,1.000,HON:INTRO TO RESEARCH IN CS,Bowling Green,,,TBA,,TBA,1,0,"Atici, M",08/24-12/11,2020,Fall
398,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2020,Fall
399,02799,CS,360,001,3.000,SOFTWARE ENGINEERING I,Bowling Green,,Yes,SH B104,TR,09:35 am-10:55 am,18,6,"Galloway, J",08/24-12/11,2020,Fall
400,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,2020,Fall
401,46270,CS,360,002,3.000,SOFTWARE ENGINEERING I,Bowling Green,,Yes,SH B104,TR,11:10 am-12:30 pm,22,2,"Galloway, J",08/24-12/11,2020,Fall
402,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 1/2 of the instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,2020,Fall
403,47097,CS,396,002,3.000,INTERMEDIATE SOFTWARE PROJECT,Bowling Green,,Yes,SH B105,MWF,10:20 am-11:15 am,22,8,"Xia, Z",08/24-12/11,2020,Fall
404,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each 1/3 of the class. Instructor will notify students of their assigned class day.,2020,Fall
405,45012,CS,421,001,3.000,DATA STRUCT & ALGRTH/ANALYSIS,Bowling Green,,Yes,SH 1102,MWF,11:30 am-12:25 pm,14,2,"Atici, M",08/24-12/11,2020,Fall
406,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,2020,Fall
407,02815,CS,425,001,3.000,OPERATING SYSTEMS I,Bowling Green,,Yes,SH 1102,MWF,01:50 pm-02:45 pm,25,5,"Li, Q",08/24-12/11,2020,Fall
408,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,This course is hybrid with 2/3 of instruction online and requires one face-to-face meeting for each half of the class. Instructor will notify students of their assigned class day.,2020,Fall
409,02833,CS,456,001,3.000,ARTIFICIAL INTELLIGENCE,Bowling Green,,Yes,KTH 3048,TR,09:35 am-10:55 am,11,11,"Ziegler, U",08/24-12/11,2020,Fall
410,02835,CS,456G,001,3.000,ARTIFICIAL INTELLIGENCE,Bowling Green,,Yes,KTH 3048,TR,09:35 am-10:55 am,1,7,"Ziegler, U",08/24-12/11,2020,Fall
411,02855,CS,595,001,3.000,ADV TOPICS IN BIG DATA,Bowling Green,,,TBA,,TBA,1,0,"Li, Q",08/24-12/11,2020,Fall
412,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,Course Description: This course is on advanced topics in big data. Students will explore techniques for data acquisitions and analytics of large amounts of unstructured data.,2020,Fall
413,02857,CS,595,002,3.000,JOSEPHUS PERMUTATION VARIATION,Bowling Green,,,TBA,,TBA,1,0,"Gary, J",08/24-12/11,2020,Fall
414,29334,CS,599,001,3.000,THESIS RESEARCH/WRITING,Bowling Green,,,TBA,,TBA,1,1,"Li, Q",08/24-12/11,2020,Fall
415,31398,CS,599,002,3.000,THESIS RESEARCH/WRITING,Bowling Green,,,TBA,,TBA,1,0,"Gary, J",08/24-12/11,2020,Fall
416,44521,CS,599,003,3.000,THESIS RESEARCH/WRITING,Bowling Green,,,TBA,,TBA,1,0,"Xing, G",08/24-12/11,2020,Fall
417,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,Fall
418,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,2020,Fall
419,36204,CS,170,001,3.000,PROBLEM SOLVING & PROGRAMMING,Bowling Green,$45,Yes,SH B103,MWF,10:20 am-11:15 am,28,2,"Abumuhfouz, I",01/27-05/15,2020,Spring
420,45488,CS,180,001,4.000,COMPUTER SCIENCE I,Bowling Green,$45,Yes,SH B104,MWF,11:30 am-12:25 pm,15,15,"Atici, M",01/27-05/15,2020,Spring
421,,,,,,,,,,SH B104,T,12:45 pm-02:35 pm,,,"Atici, M",01/27-05/15,2020,Spring
422,45491,CS,180,002,4.000,COMPUTER SCIENCE I,Bowling Green,$45,Yes,SH B104,MWF,09:10 am-10:05 am,24,6,"Gary, J",01/27-05/15,2020,Spring
423,,,,,,,,,,SH B104,R,12:45 pm-02:35 pm,,,"Gary, J",01/27-05/15,2020,Spring
424,45492,CS,221,001,4.000,COMPUTER SCIENCE II,Bowling Green,$45,Yes,SH B104,MWF,10:20 am-11:15 am,23,7,"Xing, G",01/27-05/15,2020,Spring
425,,,,,,,,,,SH B104,M,01:50 pm-03:40 pm,,,"Xing, G",01/27-05/15,2020,Spring
426,45493,CS,221,002,4.000,COMPUTER SCIENCE II,Bowling Green,$45,Yes,SH 1103,MWF,11:30 am-12:25 pm,11,9,"Xing, G",01/27-05/15,2020,Spring
427,,,,,,,,,,SH B103,W,01:50 pm-03:40 pm,,,"Xing, G",01/27-05/15,2020,Spring
428,45642,CS,221,003,4.000,HON:COMPUTER SCIENCE II,Bowling Green,$45,Yes,SH 1103,MWF,11:30 am-12:25 pm,4,6,"Xing, G",01/27-05/15,2020,Spring
429,,,,,,,,,,SH B103,W,01:50 pm-03:40 pm,,,"Xing, G",01/27-05/15,2020,Spring
430,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2020,Spring
431,33050,CS,270,001,3.000,INTRO TO WEB PROGRAMMING,Bowling Green,,Yes,SH B103,MWF,11:30 am-12:25 pm,27,3,"Abumuhfouz, I",01/27-05/15,2020,Spring
432,45853,CS,299,002,1.000,INTRO TO RESEARCH IN CS,Bowling Green,,Yes,TBA,,TBA,4,1,"Ziegler, U",01/27-05/15,2020,Spring
433,41656,CS,299,400,1.000,INTRO TO RESEARCH IN CS,Bowling Green,,,TBA,,TBA,1,1,"Galloway, J",01/27-05/15,2020,Spring
434,28933,CS,325,001,3.000,COMPUTER ORG AND ARCH,Bowling Green,,Yes,KTH 3053,TR,12:45 pm-02:05 pm,34,11,"Galloway, J",01/27-05/15,2020,Spring
435,41921,CS,339,001,3.000,COMPUTER SCIENCE III,Bowling Green,,Yes,SH 1103,MWF,09:10 am-10:05 am,19,6,"Atici, M",01/27-05/15,2020,Spring
436,41924,CS,351,001,3.000,DATABASE MANAGEMENT SYSTEMS I,Bowling Green,,Yes,SH 1103,TR,02:20 pm-03:40 pm,30,0,"Yang, R",01/27-05/15,2020,Spring
437,35756,CS,371,001,3.000,HON: ADV COMP PROB SOLVING,Bowling Green,,Yes,COHH 3121,MWF,08:00 am-08:55 am,8,3,"Wang, H",01/27-05/15,2020,Spring
438,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2020,Spring
439,35757,CS,371,002,3.000,HON: ADV COMP PROB SOLVING,Bowling Green,,Yes,COHH 2117,MWF,09:10 am-10:05 am,10,1,"Ziegler, U",01/27-05/15,2020,Spring
440,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2020,Spring
441,35759,CS,371,003,3.000,HON: ADV COMP PROB SOLVING,Bowling Green,,Yes,COHH 2117,MWF,10:20 am-11:15 am,7,4,"Wang, H",01/27-05/15,2020,Spring
442,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2020,Spring
443,35762,CS,371,004,3.000,HON: ADV COMP PROB SOLVING,Bowling Green,,Yes,COHH 2117,MWF,11:30 am-12:25 pm,9,2,"Ziegler, U",01/27-05/15,2020,Spring
444,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2020,Spring
445,42790,CS,371,005,3.000,HON: ADV COMP PROB SOLVING,Bowling Green,,Yes,COHH 2117,MWF,01:50 pm-02:45 pm,4,7,"Ziegler, U",01/27-05/15,2020,Spring
446,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2020,Spring
447,45489,CS,372,002,3.000,MOBILE APP DEVELOPMENT,Bowling Green,,Yes,SH B105,TR,11:10 am-12:30 pm,17,13,"Galloway, J",01/27-05/15,2020,Spring
448,37181,CS,381,001,3.000,INTRO TO COMPUTER NETWORKS,Bowling Green,,Yes,SH B105,MWF,01:50 pm-02:45 pm,18,12,"Li, Q",01/27-05/15,2020,Spring
449,37198,CS,382,001,3.000,PROGRAMMING LANGUAGES,Bowling Green,,Yes,SH 1103,MWF,10:20 am-11:15 am,27,3,"Atici, M",01/27-05/15,2020,Spring
450,02637,CS,445,500,3.000,OPERATING SYSTEMS II,Bowling Green,,Yes,SH B105,MWF,10:20 am-11:15 am,7,13,"Gary, J",01/27-05/15,2020,Spring
451,02639,CS,445G,500,3.000,OPERATING SYSTEMS II,Bowling Green,,Yes,SH B105,MWF,10:20 am-11:15 am,2,3,"Gary, J",01/27-05/15,2020,Spring
452,02645,CS,475,RE,3.000,BIOINFORMATICS CLOUD ARCHITECT,Bowling Green,,Yes,TBA,,TBA,1,4,"Galloway, J",01/27-05/15,2020,Spring
